1.4037,1.384,0.9939,2.9104,1.2539,1.7978,3.075,2.1833,3.018,3.3923,2.1137,1.7055,1.717,3.2936,2.5319,2.5594,2.2609,1.7565,1.8138,1.5304,2.1865,2.6257,1.4273,5.2729,2.2877,1.8328,1.7043,1.3323,2.294,1.5295,3.632,2.3324,2.8634,1.9223,1.9455,1.8763,0.93058,1.3382,2.4768,1.9018,3.0208,2.0985,0.99696,3.0659,2.3489,2.5111,2.7255,1.591,1.5842,4.5931,1.5193,4.0494,2.7813,2.5955,1.4567,1.6971,2.0669,1.2012,2.5462,3.188,4.125,2.4611,2.0288,1.3237,1.3516,2.1671,2.0585,1.5961,1.1956,2.2179,2.175,2.7898,1.8068,2.0757,1.4238,2.424,2.6897,1.5136,0.96276,2.7969,3.2303,2.0252,1.6675,1.3567,1.4599,1.5497,2.7851,2.0757,2.3221,2.2278,1.477,3.231,2.0798,2.2311,3.1878,5.8025
0.77767,1.9706,2.1401,1.6038,1.8318,2.1025,3.589,3.284,0.92168,4.4625,1.6208,0.75203,0.63244,2.042,1.2792,1.5059,1.5044,0.91699,2.2336,2.1312,2.0082,2.1522,0.99414,5.5385,0.89222,1.792,2.3264,1.0233,1.7229,0.84184,1.604,1.3625,2.1314,1.1024,0.69874,1.2751,1.3494,1.3491,2.5976,1.7869,4.4458,1.5162,1.5604,2.6595,1.6927,1.6912,1.987,1.2633,2.7192,7.7681,1.3463,2.4081,2.7371,1.6313,2.2519,0.96898,1.8012,1.9507,2.6202,2.842,2.8621,2.2598,1.7823,0.78205,1.3835,1.7185,1.943,1.8374,0.8042,1.475,1.661,2.508,2.5369,1.0815,1.6712,1.2508,2.2382,1.3036,1.9551,1.189,4.3553,1.8242,1.0439,1.814,2.4732,1.2855,3.0959,1.0815,3.0115,1.7504,1.2261,1.5027,0.83569,1.023,3.0585,4.8577
1.0698,1.6104,1.1456,1.7741,1.0341,2.1909,2.9499,1.8334,1.1629,1.6646,1.4381,2.0286,1.1585,1.1108,1.3326,0.86503,1.4697,1.6359,1.2827,2.0092,1.2911,2.1488,2.3059,5.4669,1.0862,0.81398,2.7812,1.2022,1.1671,1.3445,1.4382,2.2386,1.8099,0.94417,1.1562,1.0932,1.1574,1.0288,1.6686,1.2409,4.728,1.6379,0.78803,1.6315,2.6386,1.4428,2.5831,1.4481,1.8202,6.042,1.2285,1.4682,3.316,1.6026,2.7668,0.59602,1.3432,1.4441,3.441,5.0798,3.6117,0.73742,1.2143,0.68499,1.1966,0.85263,1.5205,2.861,0.30178,1.8258,2.0619,1.459,1.7151,1.5547,1.1562,2.0037,2.5542,2.6354,1.3575,1.8352,4.2403,0.99102,1.1605,0.75701,1.5409,1.1986,4.2748,1.5547,2.1158,1.0841,1.0088,2.7149,1.1655,0.84918,2.0527,6.6162
1.9021,2.1545,0.48007,1.5412,1.1486,0.99879,3.8825,1.9675,0.78794,3.4682,1.3974,2.614,0.79101,1.5853,2.0884,1.5697,1.4154,1.8566,1.2854,1.6784,1.5696,1.4992,1.1883,6.7425,1.6433,0.86259,1.8572,0.8195,1.3012,1.1265,2.6819,2.7888,1.2851,0.75814,1.2943,1.474,1.5901,0.83284,1.0786,1.6573,5.2803,2.4061,0.78957,1.4782,1.2498,1.5492,1.4384,1.2004,1.0414,6.8622,1.1038,1.9055,4.3569,0.40658,2.2753,1.1838,0.65,1.1771,4.0481,4.6026,4.8205,0.86969,0.37795,1.4423,1.1682,2.0281,1.2535,2.0874,0.19379,0.52836,1.8332,0.82219,1.5754,1.6677,1.2289,1.5565,1.6993,1.5808,1.5523,1.8728,3.6378,1.3463,1.3897,1.6029,1.0257,1.0948,2.7672,1.6677,2.4798,1.6783,1.1207,1.694,0.80536,0.8852,4.1528,7.3739
1.3005,1.3207,0.45838,1.36,0.43077,1.1305,2.6361,1.8576,0.57018,2.7021,1.6844,0.84493,1.7808,2.0899,1.313,1.7433,1.402,2.3933,1.8462,1.8049,3.067,1.7956,1.8681,6.6477,0.65136,1.0164,1.5409,1.071,0.86275,1.5315,1.7171,2.2483,2.0382,1.5881,1.2139,0.96637,1.1086,1.4462,2.3929,1.108,5.3436,1.8805,1.3169,1.655,1.724,0.93926,1.8509,2.5121,1.0642,9.1687,1.5737,1.3627,3.9395,1.4723,0.94471,1.3606,0.96953,0.92395,3.1668,5.8504,3.6629,0.6831,2.4072,1.7257,1.2201,1.115,1.3362,1.7158,1.2769,1.0213,1.3208,1.4716,1.1677,1.0507,1.8843,0.9284,2.0115,0.96751,1.0082,1.8415,5.1542,1.3503,0.61168,2.0289,1.3967,0.80789,3.0058,1.0507,1.7629,1.4095,0.83472,1.0095,1.9471,1.8035,4.2021,5.9141
0.96229,1.406,0.16653,1.6846,0.76593,0.95962,2.611,1.3366,0.66171,2.4924,1.6237,1.2155,2.2643,1.646,1.7326,1.4508,1.5026,0.72011,0.86642,1.8227,0.88786,1.3799,1.6729,6.5425,1.2379,1.428,1.1694,1.2006,0.67929,1.6307,2.2575,1.4593,1.0467,0.63773,1.294,1.3051,1.0139,1.321,3.21,1.3306,4.5798,1.5579,0.85955,1.6428,1.753,0.70836,2.9356,1.7679,1.125,6.2294,1.6549,1.2232,3.6477,0.72256,1.8373,1.9171,1.3266,1.1998,2.6142,3.9486,3.8839,1.3103,1.3268,0.72028,1.5405,1.8845,0.80103,1.159,0.65093,1.0707,1.0514,1.2808,0.7529,1.4522,1.7444,1.3858,1.0301,0.65751,1.0814,2.4408,7.2866,0.61391,0.92024,2.2305,1.026,1.0562,4.302,1.4522,1.4595,1.1049,1.1528,1.0564,1.7916,0.9083,2.2429,6.3723
0.97511,1.2611,0.60724,0.70987,0.83109,1.186,3.0999,3.228,0.77991,3.109,2.1312,1.2926,1.219,1.1959,0.68459,0.82075,1.5194,1.6435,1.5309,2.8922,2.3663,2.9037,0.96562,6.9898,1.5996,0.9337,1.5068,1.0838,1.4006,1.0658,1.674,1.9988,1.6438,0.62126,1.1066,1.6349,0.88441,0.83415,1.5135,0.98056,5.5274,1.7516,0.7518,0.97315,0.96096,1.266,1.3531,2.0395,1.9672,5.5974,3.5199,0.91209,2.3916,0.91922,1.9046,1.8297,1.4611,1.388,2.2013,2.207,3.5543,0.81358,1.7238,0.67611,0.51624,1.2563,0.74356,1.6432,0.80734,1.4027,2.1992,1.1753,1.4186,1.04,1.1487,1.5822,1.5526,1.4452,1.8311,1.5006,6.4325,0.92815,0.89321,1.4495,1.9117,0.88954,3.8636,1.1758,1.1107,0.82061,0.87239,1.8468,1.2334,0.94443,2.0386,7.3764
1.0185,1.9394,0.87165,1.0104,1.595,2.9316,2.2735,2.621,0.90879,1.8666,2.1228,2.3111,1.427,1.5105,1.4576,1.0187,1.3543,0.90684,1.1668,2.2581,1.6625,1.4311,1.5862,5.6928,1.4108,1.0752,2.1043,1.1496,1.3548,1.955,2.1942,0.88856,1.2427,0.94628,1.3213,1.4184,1.3868,0.78593,2.8816,0.42766,4.713,1.4266,0.90836,1.3057,2.051,1.5342,1.9734,1.1863,1.0514,6.8618,1.5816,1.4071,2.9071,1.7341,1.5497,1.5867,0.93231,1.7727,2.5767,3.0416,3.0582,0.78944,1.635,1.0567,0.87416,0.97523,0.82214,1.9967,0.59328,0.90771,1.9205,0.85655,2.4022,1.1648,0.68084,1.4614,1.3162,0.87407,1.0186,2.4483,5.071,1.5028,1.1474,0.90453,2.0277,0.43289,2.2053,1.1761,0.95898,2.1875,1.2414,0.80763,0.97805,0.86143,2.3902,6.7635
1.1375,2.1287,0.54788,1.054,1.0266,2.1968,2.3937,2.8042,1.0519,1.3097,1.5489,1.5026,1.5841,1.4969,0.26107,1.8612,1.0765,1.2416,2.178,1.4055,2.5878,1.1806,1.122,5.6021,1.3983,0.77778,1.2982,1.5195,1.1954,1.1084,0.99557,2.4057,0.76982,0.69432,1.7902,2.0489,1.6378,0.91692,1.6673,1.1188,3.7008,3.1013,1.2418,0.64508,0.76007,1.4536,2.2011,0.85805,1.349,3.0841,1.3534,0.45384,2.4403,0.8695,1.7967,1.2754,0.88237,1.5535,1.2278,2.0967,3.4343,0.29073,1.4316,0.47627,1.0758,0.75835,0.61076,2.4089,0.83153,1.1338,1.3064,2.0554,0.92367,1.0095,0.96216,1.2219,1.6656,0.34967,1.8621,2.2774,9.173,1.0834,1.1942,2.0225,1.9563,0.55147,2.8614,1.0103,2.8278,0.88179,0.97805,1.1643,0.99119,0.69161,2.5127,3.2276
0.65784,2.7152,0.59412,0.89575,0.32193,1.1231,3.4084,2.6113,0.48407,1.8579,2.8015,0.81313,1.5714,1.4026,0.40629,0.9131,1.0589,0.91751,1.5119,1.4998,1.7294,1.5207,1.4834,7.7083,1.044,1.4262,1.042,1.4778,0.66982,0.75796,0.61323,2.1218,1.1014,1.1714,1.0914,1.3916,1.0076,0.88847,2.3608,1.4283,2.9825,1.2126,1.2794,1.2268,1.7956,1.0738,1.0161,0.71489,1.1817,2.869,1.7034,1.2375,3.2092,1.0824,2.1783,1.2439,0.67761,1.0233,1.6545,3.7365,3.5881,1.0721,1.4628,0.29219,1.0924,0.95722,0.93378,2.0298,0.54233,1.3097,1.3651,1.3027,1.4793,1.4319,0.97268,2.2641,0.928,2.1219,1.3096,1.1461,6.8631,1.5843,0.86333,0.74035,1.9738,0.52329,3.5284,1.432,1.8611,0.84472,1.0273,1.0972,0.94154,0.49369,2.1918,3.8562
